Id	EssaySet	Score1	Score2	EssayText
27356	10	2	2	black :: If they paint the dog house black the conditi ons in the house would be hot because the jar was the hottest when they p ut the black lid on the jar. So that shows that black absorbs more energy than any other color.
27357	10	2	2	dark gray :: the darker the color of the doghouse the hott er it will be, so in the summer you dont want it to be black and in the w inter you dont want it to be white. so i picked dark gray becasue in the winter it will still attrack sunlight to keep it warm but in the summer i t wont attract as much as the black would
27359	10	1	1	white :: White would make the dog house cooler and mor e pleastent to live in.
27360	10	2	2	dark gray :: I would choose dark gray because in the summe r it may become warm for the dog, so black would be too hot. In the winte r black would be the best because it is a color that attracts more energy so it would increase the temperature inside. So for an all around the ye ar comfortable paint I would choose dark gray because its the median betw een them both.
27361	10	0	0	white :: Ir Afeeect other people to what they may have dont to othewers and atht jksdjoiauy dhsaj 3 hfgyunashgygajshu\
27362	10	2	2	light gray ::  Dark grey would affect the temperature in the dog house by making it so that the dog house was neither too hot or too cold. The results of the experiment show that the air inside of the jar with the white lid had a average tempeture of about 42(DEG)C. In the winter if the dog house was painted white it would get to cold because the experiment shows that white does not retain heat well. Black was the color that retained the most heat in the experiment with an average tempeture of 53(DEG)C. However, even though according to the experiment,the dog house would be warm in the winter if the doghouse was painted black it would be too hot in the summer for the dog to remain cool. The experiment shows that the air inside of the jar with the light grey lid was warmer than the jar with the white lid, but only by 3(DEG)C, therefore the dog house should be painted dark grey because in the experiment the jar with the dark grey lid is 5(DEG)C cooler than the jar with the black lid. The dark grey would allow the doghouse to remain cool in the summer, but remain warm in the winter.
27363	10	0	0	light gray :: it will let the energy go in and out...
27364	10	0	0	black ::  because that way the dog wont be hot or cold, it would not be cold but it wont be hot eighter.
27365	10	2	2	black :: Black will absorb more heat, therefore keepin g the dog warm throughout the year. the average temperature inside the ja r with a black lid was 53 degrees Celcius, while all the other colors had an average of 48 degrees celsius or lower.
27367	10	1	1	black :: Because the darker the color the sunlight it attracks because, of the solar energy.
27368	10	2	2	black ::  The color black will keep the doghouse warm in the winter. The color black absorbs heat better than the other colors. The experiment results show that black is better because in trial 1temperature was 54(DEG)c and the coldest for black was 52(DEG)c. The least warmest was the color white. The highest temperature was 43(DEG)c. the lowest was 41(DEG)c. I chose black because it will keep the dog the warmest in the cold winter. White would not be as warm as black is.
27369	10	1	1	dark gray :: By painting he dog house the color dark grey might affect the dog house by making it warmer on cold nights but not to hot like the black color will make it. I think this because on the result s chart the black is a higher temp. than the dark grey and the dark grey also always stays a consistent temp. In conclusion I think they sho uld paint the dog house grey because inside it it will niether be to hot nor to cold.
27370	10	2	2	white :: The white paint would make the inside of the doghouse coolest because according to the experiment the average of each color are black:53, dark gray:48, light gray:45, and white:42.
27372	10	2	2	white :: The Darker Colors Absorb more energy So if You Picked Black Then The Temperture would increase in the Air , for example in the experiment the Tempeture went to 54(DEG) . And for the white lid it only went up to 41(DEG) thats why painting the dog house white is better choice because it wont get so hot in the dog house.
27373	10	1	1	white ::  it will let it be less hotter.
27374	10	2	2	white ::  A white colored doghouse will make the air te mperature warmer in warm temperature, but the light color will not mak e the temperature go up a lot. With the black lid color, the temperature of the air i nside the jar was adn average of 53(DEG) after ten minutes. The white ja r was and average of 42(DEG) after ten minutes. Since both jars started at 24(DEG), the temperature of the black jar increased 29(DEG) while th e temperature of the white only increased 18(DEG). The darker the color of something, the more heat the object absorbs. That means that teh white doghouse will be the coolest doghouse, even though that doghouse will wa rm up as well.
27375	10	1	1	dark gray ::  I would say dark gray because when the sun co mes out you don't want your dog to be to warm but not to cold so dark gra y would work perfectly in my opinion.
27376	10	2	2	white :: The doghouse would have a cooler temperature than one painted in gray or black because the average temperature inside a white doghouse was 42(DEG) while the average temperatures of the black , dark gray, and light gray doghouses were 53(DEG), 48(DEG), and 45(DEG) respectively.
27377	10	1	1	black ::  IT WILLBE HOTTER COSE ITS HOT
27378	10	2	2	white :: white had the lowest temperature so the dogho use wont get extremely hot.
27379	10	1	1	light gray ::  it might be less hot than a darker lid becaus e black absorbes the most heat.
27380	10	1	1	white :: Brandi and Jerry should paint their doghouse white. This is because in the summer, when the temperature outside gets h otter, the inside of the doghouse will be cooler for the dog. That is bec ause darker colors absorb more light ad heat energy.
27381	10	0	0	dark gray ::  The dark gray color might affect the doghouse by keeping the doghouse the same temperature throughout the year which i s not too cool but not too hot (48(DEG)). I know this because on the dat a table it shows that throughout all the trials the dark gray was the col or that kept the temperature inside the jar stay the same.
27382	10	2	2	white :: The white paint would be the best choice for a color of a dog house because after 10 minutes of having a white lid, th e air temperature inside the jar was the lowest. It seemed that the light er the color, the lower average temperature the air inside the jar was af ter 10 minutes. This would be the best color for a dog house because if y ou would like to keep your dog cooler in the summertime, having a white p ainted dog house would stay much cooler on the inside that if there was a black paint instead.
27383	10	2	2	white ::  Painting the doghouse white will raise the temperature only slightly, while painting the doghouse a darker color wil l raise the temperature significantly. In the Lid Color vs. Air Temperature Inside Glass Jar data table, the temperature inside the jar with the white lid, raised an average of 18(DEG) C from the starting tem perature after 10 minutes. The temperature inside the jar with the black colored lid raised an average of 29(DEG) C from the starting temperature after 10 minutes. If Brandi and Jerry wanted the temperature in the doghouse to be cool, then they would paint the doghouse white. If they wa nted the temperature to be warm, they would paint the doghouse black. I w ould paint the doghouse white.
27384	10	0	0	black :: more dogs like black
27385	10	1	1	white ::  If they were to use white the dog house would be cooler for the dog to sleep in or just hang out and cause less " damages" or issues to the dog
27386	10	1	1	light gray ::  the light gray so its not to hot and not to c old
27387	10	1	1	light gray ::  I would choose Dark gray because on a hot day, the dog can stay nice and cool, and on a cold day the color is still a ble to absorb some heat. The experiment proved that darker colors absorb more heat than lighter so the dark gray color would be the best. Also in the trials, The average temp of the jar is 48(DEG)c so the dog would be nice and warm in the house.
27388	10	2	2	white :: The color white might affect the doghouse by being cooler inside than the darker colors because white obsordes less he at than dark colors. Thats why in Brandi and Jerry's lid experiment white lid was the coolest of the darker colors.
27389	10	2	2	white :: I choose white because white is the lightest color and it absorb the least heat so inside the dog house will be more c ooler. I know this because in the investigation it said white had 42(DEG) C which is the lowest while the black had 54(DEG)C which is the highest.
27390	10	2	2	white :: the lighter color would help keep the doghous e cooler inside. for example, the jar with the white colored lid was cool er; 42(DEG) than the black lid; 53(DEG)
27391	10	0	0	light gray :: Because it made a mild temperature in the jar
27392	10	1	1	white :: How this color might affect the doghouse is w hen a color is lighter like the color white, that color doesn't absorb al ot of heat like the color black. So when it's going to be really hot outs ide, inside the doghouse it will be cool.
27393	10	1	1	light gray :: this would absorb more thermal energy while still keeping cool because of the lightns of the gray.
27394	10	1	1	black :: black will affect the doghouse because it wil make the inside hot.
27395	10	1	1	light gray :: The light gray would keep the dog house at a more even temp because its both a light and dark color so it would atrackt the right amount of sun light and repel just the right amou nt of sun light.
27396	10	0	0	white :: the doghouse should be white because it has the warmest or cooldest temperture on the average from the table. it will be warmer or colder than the other colors so the dog living in the doghouse wont be hot or cold.
27397	10	1	1	dark gray :: The color will affect the dighouse by not mak ing it to cold and not making it to warm.
27398	10	1	1	white ::  i would make the dog house white because whit e dose not actracte alot of heat so the dog would not be so hot.&#916;
27399	10	1	1	light gray ::  LIght grey would be a great color to use on a dog house because, the color would not obsorb a lot of heat and and it w ould not be to cold because grey is still a dark color that could obsorb heat, when needed.
27400	10	2	2	white ::  White paint would definatly be the coolest tempreature for the dog becasue after the 10 mins. under the light it was the coldest with an average of 42o, 11 degrees colder than the hottest pai nt color of black the average of the black paint's air was 53.
27401	10	1	1	white ::  the inside wont be as hott.
27403	10	0	0	dark gray :: dark grey because if you use this color the d og house will be about 48 degrees and the dog house will not be to cold
27404	10	2	2	dark gray :: The color, dark gray, would affect the doghou se because it would stay at a pretty warm temperature. This way, the dogh ouse would be around 48(DEG). The doghouse would not be too hot (53(DEG) ), as it would be with the color black, but the doghouse would not be too cold (42(DEG)), as it would be with the color white.
27405	10	0	0	light gray :: Because the dogs liked their home and the dog feels comfortable.
27408	10	1	1	white :: because it obsorb less heat and energy
27409	10	2	2	white ::  It wil make it so the air inside of the dogho use will be cooler so the dog dosnt get to hot. I knowjthis because the d ata shows the averge temperature for white was 42(DEG)c.
27410	10	1	1	white ::  Less heat in the dog house so there would be much more comfort for the dog.
27411	10	2	2	black :: this color would make the doghouse warmer bec ause in the experiment the darker the color, the warmer it will be inside .
27412	10	1	1	white :: White is best in this situation, as long as i ts not cold out. white reflects heat, thus the Husky or Lab or what ever dog or wolf it is, stays cool and collect.
27413	10	1	1	light gray :: The color absorbs enough heat not to be cold in the winter, but not to much heat to be hot in the summer.
27414	10	1	1	dark gray :: It will take in heat in the winter and won't take as much in in the summer as black would.
27415	10	1	1	white :: white absorbs less heat so it would keep the dog cooler
27416	10	2	2	light gray ::  Light gray is the best color for the dog hous e because it doesn't make the dog house too hot but it also doesn't make the dog house too cold. The black had an average temperature of 53(DEG)C which is too hot for a dog in the summer. it needs to be at a rela xing temperature which is 45(DEG)C for the light gray. If i were to choo se the white it would be too cold for the poor dog to be in. The light gr ay color would make it so that the dog could be very confortable in his l ittle house.
27417	10	2	2	black ::  The black paint because it will absorb more light energy causing the inside of the dog house to be warmer, keeping the dog warm at night. The average temperature for the black lid was 53(DEG), while the white was 42(DEG). The black paint had the highest temperature out of all colors and was 11(DEG) higher than the white paint.
27418	10	0	0	white :: The black color, when it gets dark dogs will have a dark doghouse so i just picked white.
27419	10	2	2	black ::  Clack absorbs more heat energy, so it would m ake the doghouse a warmer place for the dog. The average temperature for the black lid was on average about 8(DEG) C more than the other colored lids. That is why black would be a good choice to paint the doghouse with .
27420	10	0	0	white :: porque es el que da mas inside de glass
27421	10	2	2	black :: If the color of the doghouse was black then i t would make the inside of the doghouse warmer inside. In the experiment it was 53(DEG)C on average in the jar when the lid was black and only 42 (DEG)C on average when the lid of the jar was white.
27422	10	1	1	black :: i think they should use blak beacause it woul d be warmer for the dog.
27423	10	0	0	white :: The darker colors will absorb heat faster tha n lighter colors.
27424	10	0	0	black :: Black, because on a warm day the dog house would heat up but it wouldnt be too hot for the dog. And on a cold day the dog house should be the same tempature ( 53(DEG) C ) or get a little col der, but not to cold for the animal.
27425	10	2	2	dark gray :: I chose the dark gray paint color because it would keep the dog warmer in the winter than the white or light gray pain t, but cooler in the summer than the black paint would. The experiment su pports this because the dark grey paint in the experiment made the inside temperature an average of 48(DEG)C, while the highest average data, the black paint, was a temperature of 53(DEG)C, too hot, and the lowest av erage data, the white paint, was 42(DEG)C, too cold for the dog.
27427	10	2	2	light gray ::  Light gray would be the best paint color for a doghouse. Light gray had an average temp of 45 degrees which wouldn't b e too cold or too warm for a dog. A white doghouse was 42 degrees which m ight make the dog cold and black and dark gray would make the dog too war m. Dark grays average was 48 and blacks average was 53, much too warm.The refore light gray would be the best color.
27428	10	0	0	white ::  If the insid eof the dog house is white then the dog house wont be so hot because of the shade
27430	10	2	2	white :: I would pick white paint to paint the dog hou se because according to the experiment white was the color that the insid e of the jar would be less hot. Accordig to Brandi and Jerry's data the w hite lid had a temperature 42(DEG)C inside the jar and the black lid was 53(DEG)C and i dont want my dog to be to hot or sufficate in the dog ho use.
27431	10	1	1	light gray :: I would chose light gray because in the summe r, a black house might over-heat the dog, however in the winter a white h ouse might be too cool. A light gray house would repel heat in the summer , and allow more heat in the winter.
27433	10	1	1	light gray :: the color would keep the doghouse at a perfec t temperature not to hot or not to cold
27434	10	1	1	black :: Black would be a good color for the dog house because in the day it would get hotter because black absorbs heat causin g it to be warmer in their at night.
27435	10	2	2	black :: We can see from this expirement that darker colors absorb more heat. Knowing this information, for the dog to be more warm and comfortable inside his doghouse, Brandi and Jerry should paint the house Black.
27436	10	2	2	white :: Assuming that the location of the doghouse ha s a warm climate, the white paint color will be more likely to keep the t emperature of the air inside the doghouse at a cooler, or lower, temperat ure. This can be said because the white paint color, on average, made the air inside the glass jar a temperature of 42(DEG) C, compared to 53(DEG) C for black paint, 48(DEG) C for dark gray paint, and 45(DEG) C for light gr ay paint. It is vital that the doghouse maintains a low temperature so th at the dog, that stays inside the doghouse, doesn't overheat.
27437	10	2	2	white ::  They should use white paint because when the sun comes out the doghouse won't get as much heat absorbed. As shown in t he table the darker lid they used the hotter the air became and white is the lightest color used and it had the lowest temperature.
27438	10	2	2	dark gray ::  The color will effect the dog house by keepin g it the same temperature which would be cool in the summer and warm in t he winter because the trials show that the dark grey paint made the jar t he same temperature for all 3 trials; which the average temperature was 48(DEG)C.
27439	10	2	2	dark gray :: I think the best color for the dog house is D rrk gray, because it's not the hotest color or the coldest which will hel p the dog stay cool but also warm. It showed that in each trial the tempe rture was 48(DEG)C for the dark gray color which mean that the tem perture will stay medium for most the time. Also Dark gray takes in more heat then white by 6(DEG)C average.
27440	10	2	2	white :: it will keep it cooler due to the fact that w hite dosnt abosorb as much heat as dark gray, light gray and black. also, because blacks average (in (DEG)c) was 53 dark grays average was 48. li ght grays average was 45 and whihtes avergae is 42. leaving that white wi ll leave the dog house cooler.
27441	10	1	1	black :: black would be the best because it keeps the inside of the dog house the warmest and would keep the dog warm and not cold
27442	10	2	2	black ::  Black would be an ideal color to pain the dog house because of the insulation if provides within. Out of all the colors of white, dark gray, light gray, black and white, black had the highest temperature within the glass jar with and average of 53(DEG)C while the lowest temperature was with the color of white with an average of 42(DEG) C. Thus choosing black should make the doghouse warmer because black seemed to have a high temperature than any other. However, you must also consider w here the doghouse is being placed. If the doghouse should be placed outdo ors, black would be the ideal color to keep the dog warm during cold wint ers. If placed indoors, the color may not matter because indoors is usually warm.
27444	10	0	0	black :: 1:The dog will be feeling like fanetting. 2:The dog will gett thirsty. 3:The dog will breath reeally hard.
27445	10	0	0	white ::  The color should keep the inside of the dog house at a reasonable temperature. Based on the results from the experiment, the hypothesis was right about black soaking up heat through the black rather than white. So the white paint would work the same by keeping the heat under control and not letting it all in.
27446	10	0	0	dark gray :: because dark gray color absorb more energy.
27447	10	2	2	white :: This color effects the dog house because it m akes it cooler according to the Hot lamp experiment.In there experiment t he white lid was the coolest.
27448	10	2	2	white :: The best color to paint the top of the doghou se would be white. In the experiment, on average the black lid absorbed 5 3(DEG)C, dark gray:48(DEG)C, light gray:45(DEG)C, white:42(DEG)C . The black lid absorbed 11(DEG) more heat than the white lid. By painti ng the top of the doghouse white, it decreases the amount of heat getting traped within the doghouse.
27449	10	0	0	white ::  how white would affect the doghouse is that i t would get drityer more easly thats how it would affect the doghouse.
27450	10	2	2	light gray ::  In there experiment they found out that the darker the color the more heat it absorbs so they should use a light grey for the dog house because it doesnt absorb a lot of heat and it will stay nice and cool inside but it will let absorb some heat but it will be just the right tempature.
27451	10	1	1	dark gray :: black because it will get to hot
27452	10	1	1	light gray :: light gray because it wont make the inside of the dog house to hot because the dog already has a large coat of fur and dark gray wont over heat the dog house.
27453	10	1	1	white :: the lighter the color, the less heat will be inside the dog house. the darker the color, more heat will be inside the dog house
27454	10	1	1	white ::  so that the dog can be fresh not hot over the summer and its not too cold for the winter.
27456	10	1	1	white :: I would choose white because i would want my dog to not have all that heat trapped up in a little tiny space. That hot air which is absorbed through dark colors i wouldn't want my dog sitting in that. I would want him to be cool so thats why i choose the white col or as a paint for a doghouse.
27457	10	2	2	white :: Based on the data, white had the lowest tempe rature average of 42, while others have an average of 45, 48, and 53. It all depends on the dog you are getting, if its fur is dark, better to ge t light colors so it can be cooler.
27458	10	1	1	black :: this color would keep the inside of the dogs house warm because dark colors attract heat from the son.
27459	10	1	1	white :: The color white does not absorb as much heat as a darker color and the doghouse wont get as hot.
27460	10	1	1	light gray :: it can keep it cool in the summer and warm in the winter
27462	10	0	0	black :: they sould use black because black keeps heat better than the other colors so the dont want there dog to get cold so b lack is the most affective color.
27463	10	1	1	dark gray :: The temperature will stay the same in the col d and hot weather. The temperature will never be too hot or too cold.
27464	10	2	2	white ::  White would affect the doghouse because accor ding to the results of the experiment, Trial 1 says that using black made the temperature inside 54(DEG), dark gray made it 48(DEG), light gray made it 44(DEG), and white made it 42(DEG). They should choose white be cause it would keep the doghouse the coolest, that way the dog doesn't ov erheat.
27465	10	2	2	white :: The white lid had the lowest temperature and the black lid had the highest temperature so they would use white so when the temperature outside is hot the inside of the dog house wont get hot because the white paint will deflect the heat.
27466	10	2	2	white :: White, because the data showed the tempatures of each of the lids, and from the data table it shows that black (53degr ees) was the highest, and white(42degrees) was the lowest. So if they wan t a to paint the dog house, they should paint it white, do to , the tempa ture of the dog house wont be to hot for the dog to be in.
27468	10	0	0	white :: I choose white because if the doghouse is out side, then the white would absorb enough energy to keep the dog warm with out overheating it.
27469	10	2	2	black :: the air temperature inside will be warm and cozy. black is the warmest in the investigation for the lamp and colo r of the lid it got an average of 53(DEG) C. the lightest color (white) got an average of 42(DEG) C.
27470	10	1	1	dark gray :: A dark gray color would absorb more heat then light gray and white making it warmer but not as much as black so it won t get too warm.
27472	10	1	1	white :: With white the temperaturein the dog house wo uld stay nice andd cool in the summer
27473	10	2	2	white :: the color white would affect the doghouse by keeping it cooler than any other of the colors. i know this because in th e experiment, the white colored lid had a change of temperature of only 1 8 degrees when the black lid had a change of temperature of 29.
27475	10	2	2	white :: If the dog house was white the inside would b e cooler because in the data of the experiment the average temperature of white is 42(DEG)c and blacks average is 53(DEG)c
27476	10	2	2	white ::  that color will keep it cooler and not as hot in the summer time. i know this because in the experiment the black lid had an average of 53 and white had an average of 42, so thats more than a 10(DEG)c difference.
27477	10	1	1	light gray :: Light Gray because its not hot or cold but a little warmer than white.
27478	10	1	1	black :: it will keep the dog house warmer because the black attracks heat
27479	10	1	1	black ::  The color black because it would be warm in t he doghouse. Since black absorbs more heat black would be best to keep th e dog warm rather than cold.
27481	10	2	2	dark gray :: If Brandi and Jerry used the color dark gray for their doghouse that would be the best color because it would keep the doghouse warm and cool depending on the seasons. The color dark gray in the jar experiment had an average of 48(DEG)C. That makes the temp erature of the doghouse in general, not to hot and not to cool based on t he jar experiment.
27482	10	2	2	white :: white will make the doghouse cooler than a da rker color such as black because in the data table it shows that the aver age temperature inside the jar with a white lid was 42(DEG)C and inside the black lid it was 53(DEG)C, that is 11(DEG)C warmer.
27483	10	2	2	black :: If he choses black the doghouse will get more hot air because in the story the black color gets more heat because its darker
27484	10	2	2	white :: It would make it cooler in there for the dog, because white and light colors assimilate less energy and heat then dark er colors. For example, the average for the black lid was 53(DEG)C, but the average for the white lid was only 42(DEG)C. Which is a lot less. So I think Brandi and Jerry should go with painting their doghouse white.
27485	10	2	2	white :: A white dog house will absorb heat the worst so it will be cooler inside. I know this because in the experiment the bl ack lid got to be the hottest at 54(DEG)C well white was the coolest at 42(DEG)C. White was also cooler then dark gray at 48(DEG)C and light gr ay at 44(DEG)C. So white would be the coolest for the doghouse.
27486	10	1	1	black ::  The dog house if painted black will be warmer because the color black atracts heat.
27487	10	0	0	light gray :: The light grey will effect the doghouse by ma king it more noticable and plus dogs can only see black, white and grey.
27488	10	1	1	light gray :: it can make it hot but not to hot cause it do nst atract as much heat as black or dark gray
27489	10	1	1	black ::  the darker the color the more heat it absorbs . Haveing a black dog house would make it warm on the inside
27490	10	2	2	white :: Brandi and Jerry predicted that the darker th e lid color, the greater the increase in air temperature in the glass jar , becuase darker colors absorb more energy. Their hypothesis was correct. This is because the average temperature inside the glass jar with the bl ack lid after three ten-minute trials was 53 degrees but the average temp erature inside the glass jar with the white lid after three ten-minute tr ials was 42 degrees. Because black was the darkest color of the lid, it a bosrbed the most heat so the air temperature was highest (and vice versa for the white lid.) Thus, because we don't want the doghouse to be overhe ated, the best color to paint it would be white because white would absor b the least heat.
27491	10	2	2	black :: The color black will affect the doghouse by m aking it a warmer environment for the dog. Plus if it is a cold winter, t he doghouse will help to keep the dog warmer. The data table shows that u sing the black lid color the air temperature was clearly around 12(DEG) higher then the white lid, about 10(DEG) higher in temperature than the light gray lid, and about 6(DEG) higher in temperature than the dark gray lid each trial. The average temperature was 53(DEG)C for the black lid, the average temperature for the dark gray lid was 48(DEG)C, the average tem perature for the light gray lid was 45(DEG)C, and the average temperatur e for the white lid was 42(DEG)C. It shows the black lid absorbs more he at to keep the doghouse warmer.
27492	10	0	0	black :: is to dark
27493	10	1	1	white ::  White would be the best color for a dog house because according to this expiriment whit absorbs the most heat with an average temperature of 42(DEG)C compared to the black paint which had an average tempurature of 53.25(DEG)C, making the dog house a cooler place to live.
27494	10	1	1	black :: if the doghouse is black than the inside will be warmer when there is sun shining on it, so the dog will stay warm
27495	10	1	1	light gray ::  Light gray would allow the dog house to absorb heat, though not as much as black, so it would not be incredibly h ot, but it would still be warmer than white. Also, it wouldnt be as cold as the white, but would be cooler than the black. So light grey is the perfect color to be not quite hot and not quit e cold, and just the right temperature to make the dog house comfortable for the dog.
27497	10	2	2	white ::  The best paint color for the doghouse would be white. Inside of the doghouse, the air will be cooler for the dog than if it were painted black or gray. The average temperature for the black lid was 53(DEG) C, but for the white lid, it was 42(DEG)C. The white lid made the air 11(DEG) cooler than the black lid.
27498	10	0	0	white :: white cause black makes heat worse and so i c hose white because every dog house is white because its easier to see in the dark and its comfy and warm.
27499	10	1	1	black ::  the darker the color the greater the increase in the air temperature in the dog house because darker colors absorb mor e energy.
27500	10	1	1	white :: white will ceep the doghouse cooler
27501	10	0	0	black :: black will affect the dog house buy keeping h eat in
27502	10	0	0	black ::  brings heat in the dog house
27503	10	1	1	white :: White doesn't attract heat but black, dark gray and light gray do, so the dog would be kept cool.
27504	10	1	1	dark gray ::  Dark gray would keep the temperature of the doghouse constant and it wouldnt be too hot or to cold.
27505	10	0	0	dark gray ::  dark gray will keep the dog house the same te mp in the summer and winter as long as therer is light.
27506	10	1	1	white ::  white is the best becouse it is the coolest and would not over heat he dog
27508	10	1	1	light gray :: If the doghouse is light gray then in the win ter it will be slightly warmer than the actual temperature and in the sum mer it will be slightly cooler than the actual temperature.
27509	10	1	1	light gray :: based off the results, you would want this co lor because it doesn't attract to much heat , and it wouldn't be to cold at the same time.
27510	10	1	1	light gray :: I think light gray would be the best because it wouldn't be too hot or cold
27511	10	2	2	white :: the white dog house will not make the dog as hot inside because white is a very bright color, but black is a dark colo r so it will get hotter. In the xperiment when the black cap was on the t emperture was hotter than having the white cap on.
27512	10	2	2	light gray :: I choose light gray because light gray isnt t oo light and is not too dark. Light gray will cause the dog house to be a t a comfortable temperature. If it was white, it would be too cold and if it was black, then it would be too hot. In the experiment, light gray ha d an average temperature of 45(DEG)C while white had 42(DEG)C and black had 53(DEG)C.
27514	10	2	2	white ::  White would be the best color for a dog house because it absorbs the least amount of heat. In Summer, you wouldn't wan t the dog house to be over-heated. The white color had an average of 42(DEG) C while the black color was 53(DEG)C, this is a difference of 11(DEG)C between the two colors.
27515	10	1	1	black ::  The color black would make the house warmer o n the inside.
27516	10	2	2	white :: I think that white would be a good color, bec ause in Brandi and Jerry's expeirement, white gave a cooler temperature t han the others, so the doghouse could be colder than warmer.
27517	10	1	1	dark gray :: this color would allow the house to collect s ome heat without it being to hot. Since gray is lighter then black but no t to light.
27518	10	2	2	light gray ::  This color would affect the doghouse by being dark enough to let heat in during cold seasons and being light enou gh to keep heat out during the summer and on other hot days. On average, the heat inside the jar with a light gray (45(DEG)C) was cooler than tha t of Black (53(DEG)C) and dark gray (48(DEG)C)
27519	10	1	1	white :: so if it is hot out side and the dog wants to go in side the dog house then it will be cooler because the color of the dog house is white.
27520	10	1	1	light gray ::  It depends on the dog. If the dog has medium amount of hair then the best color would probably be light gray because i t doesnt obsorb that much heat energy. But if the dog was a hairless one then it would be best to go with black so that way the dog could get enou gh heat in the doghouse.
27521	10	1	1	dark gray :: dark grey will make the dog house warm inside but it wont get to hot for the dog. in the jar the air tempature insde t he jar with the dark grey lid stayed at 48. there for in the dog house it wont be to cold or to hot it will be warm
27522	10	2	2	white ::  White could be a color for the doghouse. It wouldn't make the inside of the doghouse too hot because of how light the color is. Also, in the experiment, white had the lowest temperature out of all four c olors. 42(DEG) C, 43(DEG) C, 41(DEG) C, and 42(DEG) C. Where as the other colors, black, dark gray, and light gray, all had higher temperatures. The temperatures vary from the highest temperature which was 54(DEG) C, the color black. To the lowest te mperature, 41(DEG) C for the color white.
27524	10	1	1	black :: The darker the color is the hotter the doghou se would be. The lighter the doghouse is the cooler the doghouse would be inside
27525	10	0	0	white :: it will keep the temp. in the 40(DEG) area ( C(DEG)) and not burn up the dog inside the dog-house.
27526	10	2	2	white ::  The color white might affect the doghouse bec ause the dog won't get too hot in the summer because the weather is warme r in the summer and white is the coolest color out of the four. White was only 42 degrees and black was 53 degrees.
27527	10	2	2	light gray :: Choosing the light gray for the color of the doghouse would be a good color. It wouldn't be to hot or to cold for the dog. During the experiment the black lid produced a very hot temerature o f 53(DEG)C. The white lid created a temperature of 42(DEG)C. Choosing the light gray color would be a good medium.
27528	10	2	2	white :: White might affect the inside of the dog hous e because, it went up only 20 degrees from the starting temperature. I th ink white is the best paint color to use because, it had the lowest tempe ratures and it doesnt absorb alot of energy.
27529	10	2	2	white ::  white would make the dog house less hot. the data table shows that the white paint kept the jar cooler than the other paint in trial 1,2, and 3.
27530	10	0	0	white :: becuse dog can ony see black and white so that will affect the dog house
27531	10	2	2	white ::  The color white wouldn't absorb as much ener gy as the darker colors so the doghouse wouldn't become too warm. With a black lid, the jar was an average temperture was 53(DEG) C after 10 minu tes. With the White lid the temperature was an average of 42(DEG) C. Thi s shows that the lighter the color, the less heat you will have trampted inside the dog house. Something to warm would not be suitable for a dog, and therefore making white the right color.
27532	10	0	0	light gray :: light gray how it might affect the doghouse i s that the lighting could be so powerful from the light that the color mi ght get really hot well the dog house might get really hot.
27534	10	2	2	white :: A white color would keep it cooler because, a ccording to the data, white has the lowest average temperature of 42 degr ees celcius, while black has the highest average temperature of 53 degree s celcius.
27535	10	1	1	light gray ::  Based on the data I think light grey would be the best color. I think that because it would make the doghouse warm fo r the winter but it wont be too hot in the summer.
27536	10	1	1	light gray :: A light gray would make the dog house warm bu t not too cold like when it is raining you don't want to have a white dog house. The average for the black colored lid was 53(DEG)C which is too hot and the dark gray was 48(DEG)C which is still a little too hot and t he average for the light gray is 45(DEG)C and the white was 42(DEG)C so you could paint it white if you wanted it cooler but it really depends o n the dog so if you had a shaved or close to shaved dog you would maybe e ven want a dark gray dog house but if you had a dog with a lot of hair yo u would want a white dog house.
27537	10	1	1	white :: The white color would absorb the least amount of heat in the doghouse, meaning it would be great for summer. But if yo u want the warmer house in the winter, the black doghouse should do the t rick.
27538	10	0	0	black ::  Really black.
27540	10	1	1	white ::  This color might affect the doghouse because since white doesn't absorb any heat the dog house inside will be cool eno ugh for the dog to be in. Darker color absorbs more energy and since whit e is the lightest color of all the colors there will be no energy absorbe d.
27543	10	2	2	black :: the more dark the dog house iis the hoter it will be in the dog house so if it was black it would be hot in it like in the experiment when the kid was black it was 53 dagrees c and when the l id was white it was 42 dagrees
27544	10	2	2	white ::  The color of the doghouse should be white because that way in the summer it won't be to hot for the dog. As shown in the data white is the coolest. The average for a black lid is 53(DEG) C. The dark gray lid is 48(DEG) C the light gray lid is 45(DEG) C and the white lid is 42(DEG) C. Therefore the white is the coolest and it won't get that hot for the dog.
27545	10	1	1	white :: With a white doghouse the dog will be cool when the weather is warm/ hot because the white paint will not absorb as much heat and in the winter it will not matter because there is not much heat to absorb anyway so it would not matter how dark the paint is.
27546	10	1	1	black ::  The color black whould be the best color to paint the dog house because, you will have a higher temperature with a darker color it will have a warmer. There will be a higher chance for the doghouse to be at a higher temperature.
27547	10	1	1	black ::  it will keep it hot because black absorbes the suns rays faster then a lighter coller
27548	10	1	1	white ::  The air temperature will be lower on average, because in the experiment white kept the temperature inside the jar the l owest.
27549	10	1	1	light gray ::  this color will affect the doghouse by heatin it, but not overheating the doghouse.
27550	10	1	1	white :: white because white reflects sun and u want i t to be cold in a dog house for a dog
