student	Q#	answer	G1	G2	G3
7ba2640a-587e-40f3-a34a-d851cdb50f6e	6	congress	1	1	1
7ba2640a-587e-40f3-a34a-d851cdb50f6e	7	population	1	1	1
7ba2640a-587e-40f3-a34a-d851cdb50f6e	8	speaker of the house of congress	1	1	1
7ba2640a-587e-40f3-a34a-d851cdb50f6e	9	taxation	-1	-1	-1
7ba2640a-587e-40f3-a34a-d851cdb50f6e	10	taxation	-1	-1	-1
7ba2640a-587e-40f3-a34a-d851cdb50f6e	11	voting and running for office	-1	-1	-1
7ba2640a-587e-40f3-a34a-d851cdb50f6e	12	18	-1	-1	-1
7ba2640a-587e-40f3-a34a-d851cdb50f6e	13	freedom of religion	1	1	1
7ba2640a-587e-40f3-a34a-d851cdb50f6e	14	many reasons leading them to want independence from britain	-1	-1	-1
7ba2640a-587e-40f3-a34a-d851cdb50f6e	15	1775	-1	-1	-1
7ba2640a-587e-40f3-a34a-d851cdb50f6e	16	the civil war	-1	-1	-1
7ba2640a-587e-40f3-a34a-d851cdb50f6e	17	hoover	-1	-1	-1
7ba2640a-587e-40f3-a34a-d851cdb50f6e	18	the mississippi	-1	-1	-1
7ba2640a-587e-40f3-a34a-d851cdb50f6e	19	texas	-1	-1	-1
7ba2640a-587e-40f3-a34a-d851cdb50f6e	20	to represent the first 13 states	0	1	1
45316c93-f5af-412a-a88a-29869e2c0ae6	1	the bill of rights	1	1	1
45316c93-f5af-412a-a88a-29869e2c0ae6	2	freedom of speech	1	1	1
45316c93-f5af-412a-a88a-29869e2c0ae6	3	declared us free from england's rule	1	1	1
45316c93-f5af-412a-a88a-29869e2c0ae6	4	democracy	0	0	0
45316c93-f5af-412a-a88a-29869e2c0ae6	5	legislative, judiciary, executive	1	1	1
45316c93-f5af-412a-a88a-29869e2c0ae6	6	the legislative branch - congress and the president	1	1	0
45316c93-f5af-412a-a88a-29869e2c0ae6	7	it's weighted by population	1	1	1
45316c93-f5af-412a-a88a-29869e2c0ae6	8	the secretary of state	0	0	0
45316c93-f5af-412a-a88a-29869e2c0ae6	9	to declare war.	-1	-1	-1
45316c93-f5af-412a-a88a-29869e2c0ae6	10	education	-1	-1	-1
45316c93-f5af-412a-a88a-29869e2c0ae6	11	vote, run for office.	-1	-1	-1
45316c93-f5af-412a-a88a-29869e2c0ae6	12	18	-1	-1	-1
45316c93-f5af-412a-a88a-29869e2c0ae6	13	religious freedom	1	1	1
45316c93-f5af-412a-a88a-29869e2c0ae6	14	for indenpence. more directly, taxation without representation.	-1	-1	-1
45316c93-f5af-412a-a88a-29869e2c0ae6	15	1781	-1	-1	-1
45316c93-f5af-412a-a88a-29869e2c0ae6	16	war of 1812	-1	-1	-1
45316c93-f5af-412a-a88a-29869e2c0ae6	17	herbert hoover	-1	-1	-1
45316c93-f5af-412a-a88a-29869e2c0ae6	18	the mississippi	-1	-1	-1
45316c93-f5af-412a-a88a-29869e2c0ae6	19	texas	-1	-1	-1
45316c93-f5af-412a-a88a-29869e2c0ae6	20	they stand fortthe original 13 colonies	1	1	1
7418b42e-7bd1-4201-9600-f7ffdf037f80	1	the bill of rights.	1	1	1
7418b42e-7bd1-4201-9600-f7ffdf037f80	2	freedom of speech.	1	1	1
7418b42e-7bd1-4201-9600-f7ffdf037f80	3	"basically said ""screw you"" to great britain."	0	0	0
7418b42e-7bd1-4201-9600-f7ffdf037f80	4	capitalism.	1	1	1
7418b42e-7bd1-4201-9600-f7ffdf037f80	5	judiciary.	1	1	1
7418b42e-7bd1-4201-9600-f7ffdf037f80	6	the legislative branch?	1	1	1
7418b42e-7bd1-4201-9600-f7ffdf037f80	7	more people.	1	1	1
7418b42e-7bd1-4201-9600-f7ffdf037f80	8	the speaker of the house.	1	1	1
7418b42e-7bd1-4201-9600-f7ffdf037f80	9	to print money.	-1	-1	-1
7418b42e-7bd1-4201-9600-f7ffdf037f80	10	that is a good question... build infrastructure? roads and jazz?	-1	-1	-1
7418b42e-7bd1-4201-9600-f7ffdf037f80	11	vote, serve on juries.	-1	-1	-1
7418b42e-7bd1-4201-9600-f7ffdf037f80	12	18	-1	-1	-1
7418b42e-7bd1-4201-9600-f7ffdf037f80	13	freedom of religion?	1	1	1
7418b42e-7bd1-4201-9600-f7ffdf037f80	14	taxation without representation?	-1	-1	-1
7418b42e-7bd1-4201-9600-f7ffdf037f80	15	1786?	-1	-1	-1
7418b42e-7bd1-4201-9600-f7ffdf037f80	16	war of 1812.	-1	-1	-1
7418b42e-7bd1-4201-9600-f7ffdf037f80	17	fdr?	-1	-1	-1
7418b42e-7bd1-4201-9600-f7ffdf037f80	18	mississippi.	-1	-1	-1
7418b42e-7bd1-4201-9600-f7ffdf037f80	19	texas.	-1	-1	-1
7418b42e-7bd1-4201-9600-f7ffdf037f80	20	13 original colonies.	1	1	1
13778dfa-a093-4e82-9102-e1ab033ccb29	1	the bill of rights	1	1	1
13778dfa-a093-4e82-9102-e1ab033ccb29	2	freedom of speech	1	1	1
13778dfa-a093-4e82-9102-e1ab033ccb29	3	it was a document that the continental congress signed and sent to the british monarchy to signify their separation from the dominion of the british crown	1	1	1
13778dfa-a093-4e82-9102-e1ab033ccb29	4	free-market capitalism	1	1	1
13778dfa-a093-4e82-9102-e1ab033ccb29	5	judicial branch	1	1	1
13778dfa-a093-4e82-9102-e1ab033ccb29	6	the senate and house of representatives vote in laws that are proposed by the president\n\nthe president can choose to accept or veto laws proposed by the house and senate	0	1	1
13778dfa-a093-4e82-9102-e1ab033ccb29	7	the state with more representatives has a greater population	1	1	1
13778dfa-a093-4e82-9102-e1ab033ccb29	8	speaker of the house	1	1	1
13778dfa-a093-4e82-9102-e1ab033ccb29	9	declare war	-1	-1	-1
13778dfa-a093-4e82-9102-e1ab033ccb29	10	taxes	-1	-1	-1
13778dfa-a093-4e82-9102-e1ab033ccb29	11	voting and writing to their representatives	-1	-1	-1
13778dfa-a093-4e82-9102-e1ab033ccb29	12	18	-1	-1	-1
13778dfa-a093-4e82-9102-e1ab033ccb29	13	religious freedom	1	1	1
13778dfa-a093-4e82-9102-e1ab033ccb29	14	taxation without representation in british parliament	-1	-1	-1
13778dfa-a093-4e82-9102-e1ab033ccb29	15	1783	-1	-1	-1
13778dfa-a093-4e82-9102-e1ab033ccb29	16	mexican-american war	-1	-1	-1
13778dfa-a093-4e82-9102-e1ab033ccb29	17	franklin delano roosevelt	-1	-1	-1
13778dfa-a093-4e82-9102-e1ab033ccb29	18	mississippi river	-1	-1	-1
13778dfa-a093-4e82-9102-e1ab033ccb29	19	texas	-1	-1	-1
13778dfa-a093-4e82-9102-e1ab033ccb29	20	there were 13 original colonies	1	1	1
e1a083c2-5c44-4a2c-817d-ff0079c12173	1	bill of rights	1	1	1
e1a083c2-5c44-4a2c-817d-ff0079c12173	2	freedom of speech	1	1	1
e1a083c2-5c44-4a2c-817d-ff0079c12173	3	declares our independence from great britain	1	1	1
e1a083c2-5c44-4a2c-817d-ff0079c12173	4	capitalist	1	1	1
e1a083c2-5c44-4a2c-817d-ff0079c12173	5	legislative, executive and judicial	1	1	1
e1a083c2-5c44-4a2c-817d-ff0079c12173	6	congress	1	1	1
e1a083c2-5c44-4a2c-817d-ff0079c12173	7	it depends on the size of the states and how many constituents they have.	0	1	0
e1a083c2-5c44-4a2c-817d-ff0079c12173	8	secretary of state	0	0	0
e1a083c2-5c44-4a2c-817d-ff0079c12173	9	federal laws	-1	-1	-1
e1a083c2-5c44-4a2c-817d-ff0079c12173	10	state laws	-1	-1	-1
e1a083c2-5c44-4a2c-817d-ff0079c12173	11	vote during elections at the state and federal level.  write to their representatives.	-1	-1	-1
e1a083c2-5c44-4a2c-817d-ff0079c12173	12	18	-1	-1	-1
e1a083c2-5c44-4a2c-817d-ff0079c12173	13	to escape religious persecution.	1	1	1
e1a083c2-5c44-4a2c-817d-ff0079c12173	14	to gain their independence to govern themselves and not by some foreign ruler.	-1	-1	-1
e1a083c2-5c44-4a2c-817d-ff0079c12173	15	1776	-1	-1	-1
e1a083c2-5c44-4a2c-817d-ff0079c12173	16	french indian war	-1	-1	-1
e1a083c2-5c44-4a2c-817d-ff0079c12173	17	calvin coolidge, ulysses s. grant	-1	-1	-1
e1a083c2-5c44-4a2c-817d-ff0079c12173	18	mississippi and the ohio river	-1	-1	-1
e1a083c2-5c44-4a2c-817d-ff0079c12173	19	texas	-1	-1	-1
e1a083c2-5c44-4a2c-817d-ff0079c12173	20	to represent the original 13 colonies.	1	1	1
cd3a6026-4928-41a1-bca1-b97bc205de1e	1	bill of rights	1	1	1
cd3a6026-4928-41a1-bca1-b97bc205de1e	2	freedom of religion	1	1	1
cd3a6026-4928-41a1-bca1-b97bc205de1e	3	declared that the united states would no longer be a part of great britain	1	1	1
cd3a6026-4928-41a1-bca1-b97bc205de1e	4	capitalism	1	1	1
cd3a6026-4928-41a1-bca1-b97bc205de1e	5	executive branch	1	1	1
cd3a6026-4928-41a1-bca1-b97bc205de1e	6	congress	1	1	1
cd3a6026-4928-41a1-bca1-b97bc205de1e	7	based on population size representation	1	1	1
cd3a6026-4928-41a1-bca1-b97bc205de1e	8	speaker of the house	1	1	1
cd3a6026-4928-41a1-bca1-b97bc205de1e	9	the ability to levy taxes	-1	-1	-1
cd3a6026-4928-41a1-bca1-b97bc205de1e	10	food and beverage regulation	-1	-1	-1
cd3a6026-4928-41a1-bca1-b97bc205de1e	11	vote, and to write to their representative	-1	-1	-1
cd3a6026-4928-41a1-bca1-b97bc205de1e	12	18	-1	-1	-1
cd3a6026-4928-41a1-bca1-b97bc205de1e	13	religious freedom	1	1	1
cd3a6026-4928-41a1-bca1-b97bc205de1e	14	taxation without representation	-1	-1	-1
cd3a6026-4928-41a1-bca1-b97bc205de1e	15	1787	-1	-1	-1
cd3a6026-4928-41a1-bca1-b97bc205de1e	16	war of 1812	-1	-1	-1
cd3a6026-4928-41a1-bca1-b97bc205de1e	17	fdr	-1	-1	-1
cd3a6026-4928-41a1-bca1-b97bc205de1e	18	mississippi river	-1	-1	-1
cd3a6026-4928-41a1-bca1-b97bc205de1e	19	texas	-1	-1	-1
cd3a6026-4928-41a1-bca1-b97bc205de1e	20	13 original colonies	1	1	1
215d98fd-53a2-4654-964b-3057737f7b2e	1	bill of rights	1	1	1
215d98fd-53a2-4654-964b-3057737f7b2e	2	speech	1	1	1
215d98fd-53a2-4654-964b-3057737f7b2e	3	declare america a free country	1	1	1
215d98fd-53a2-4654-964b-3057737f7b2e	4	market	1	1	1
215d98fd-53a2-4654-964b-3057737f7b2e	5	judicial	1	1	1
215d98fd-53a2-4654-964b-3057737f7b2e	6	congress	1	1	1
215d98fd-53a2-4654-964b-3057737f7b2e	7	larger population	1	1	1
215d98fd-53a2-4654-964b-3057737f7b2e	8	speaker of the house	1	1	1
215d98fd-53a2-4654-964b-3057737f7b2e	9	print money	-1	-1	-1
215d98fd-53a2-4654-964b-3057737f7b2e	10	establish local government	-1	-1	-1
215d98fd-53a2-4654-964b-3057737f7b2e	11	vote, free speech	-1	-1	-1
215d98fd-53a2-4654-964b-3057737f7b2e	12	18	-1	-1	-1
215d98fd-53a2-4654-964b-3057737f7b2e	13	freedom	1	1	1
215d98fd-53a2-4654-964b-3057737f7b2e	14	for freedom	-1	-1	-1
215d98fd-53a2-4654-964b-3057737f7b2e	15	1787	-1	-1	-1
215d98fd-53a2-4654-964b-3057737f7b2e	16	civil war	-1	-1	-1
215d98fd-53a2-4654-964b-3057737f7b2e	17	franklin delano roosevelt, herbert hoover	-1	-1	-1
215d98fd-53a2-4654-964b-3057737f7b2e	18	mississippi river	-1	-1	-1
215d98fd-53a2-4654-964b-3057737f7b2e	19	texas	-1	-1	-1
215d98fd-53a2-4654-964b-3057737f7b2e	20	one for each of the original 13 colonies	1	1	1
b6401836-92a5-48ee-a6de-56c1b474472d	1	bill of rights	1	1	1
b6401836-92a5-48ee-a6de-56c1b474472d	2	freedom of religion	1	1	1
b6401836-92a5-48ee-a6de-56c1b474472d	3	freed us from the brits	1	1	0
b6401836-92a5-48ee-a6de-56c1b474472d	4	free market	1	1	1
b6401836-92a5-48ee-a6de-56c1b474472d	5	legislative	1	1	1
b6401836-92a5-48ee-a6de-56c1b474472d	6	congress	1	1	1
b6401836-92a5-48ee-a6de-56c1b474472d	7	more people	1	1	1
b6401836-92a5-48ee-a6de-56c1b474472d	8	head of the house	1	1	1
b6401836-92a5-48ee-a6de-56c1b474472d	9	start war	-1	-1	-1
b6401836-92a5-48ee-a6de-56c1b474472d	10	education	-1	-1	-1
b6401836-92a5-48ee-a6de-56c1b474472d	11	vote, running for office	-1	-1	-1
b6401836-92a5-48ee-a6de-56c1b474472d	12	18	-1	-1	-1
b6401836-92a5-48ee-a6de-56c1b474472d	13	not be persecuted from religion	1	1	1
b6401836-92a5-48ee-a6de-56c1b474472d	14	to be free	-1	-1	-1
b6401836-92a5-48ee-a6de-56c1b474472d	15	1886	-1	-1	-1
b6401836-92a5-48ee-a6de-56c1b474472d	16	war of 1812	-1	-1	-1
b6401836-92a5-48ee-a6de-56c1b474472d	17	truman	-1	-1	-1
b6401836-92a5-48ee-a6de-56c1b474472d	18	colorado river	-1	-1	-1
b6401836-92a5-48ee-a6de-56c1b474472d	19	texas	-1	-1	-1
b6401836-92a5-48ee-a6de-56c1b474472d	20	original 13 colonies	1	1	1
ca7fc980-75fd-480d-876c-7eba20de031e	1	bill of rights	1	1	1
ca7fc980-75fd-480d-876c-7eba20de031e	2	free speech	1	1	1
ca7fc980-75fd-480d-876c-7eba20de031e	3	it declared the establishment of the united states.	0	0	1
ca7fc980-75fd-480d-876c-7eba20de031e	4	capitalism	1	1	1
ca7fc980-75fd-480d-876c-7eba20de031e	5	executive	1	1	1
ca7fc980-75fd-480d-876c-7eba20de031e	6	congress	1	1	1
ca7fc980-75fd-480d-876c-7eba20de031e	7	they have a higher population	1	1	1
ca7fc980-75fd-480d-876c-7eba20de031e	8	the speaker of the house	1	1	1
ca7fc980-75fd-480d-876c-7eba20de031e	9	declare war	-1	-1	-1
ca7fc980-75fd-480d-876c-7eba20de031e	10	education	-1	-1	-1
ca7fc980-75fd-480d-876c-7eba20de031e	11	voting is all i can think of.	-1	-1	-1
ca7fc980-75fd-480d-876c-7eba20de031e	12	18	-1	-1	-1
ca7fc980-75fd-480d-876c-7eba20de031e	13	religious freedom	1	1	1
ca7fc980-75fd-480d-876c-7eba20de031e	14	the imposition of heavy taxes without representation in parliament	-1	-1	-1
ca7fc980-75fd-480d-876c-7eba20de031e	15	1783	-1	-1	-1
ca7fc980-75fd-480d-876c-7eba20de031e	16	the war of 1812	-1	-1	-1
ca7fc980-75fd-480d-876c-7eba20de031e	17	fdr	-1	-1	-1
ca7fc980-75fd-480d-876c-7eba20de031e	18	mississippi	-1	-1	-1
ca7fc980-75fd-480d-876c-7eba20de031e	19	texas	-1	-1	-1
ca7fc980-75fd-480d-876c-7eba20de031e	20	to represent the 13 colonies	1	1	1
e13ef4a2-55b1-4992-9dd9-558123ca1e1a	1	bill of rights	1	1	1
e13ef4a2-55b1-4992-9dd9-558123ca1e1a	2	freedom of speech	1	1	1
e13ef4a2-55b1-4992-9dd9-558123ca1e1a	3	independence from britain	1	0	0
e13ef4a2-55b1-4992-9dd9-558123ca1e1a	4	capitolism	1	1	1
e13ef4a2-55b1-4992-9dd9-558123ca1e1a	5	executive, legislative, judicial	1	1	1
e13ef4a2-55b1-4992-9dd9-558123ca1e1a	6	judicial branch	0	0	0
e13ef4a2-55b1-4992-9dd9-558123ca1e1a	7	population	1	1	1
e13ef4a2-55b1-4992-9dd9-558123ca1e1a	8	head of state	0	0	0
e13ef4a2-55b1-4992-9dd9-558123ca1e1a	9	taxation	-1	-1	-1
e13ef4a2-55b1-4992-9dd9-558123ca1e1a	10	laws about alcohol	-1	-1	-1
e13ef4a2-55b1-4992-9dd9-558123ca1e1a	11	voting and utilizing freedom of speech	-1	-1	-1
e13ef4a2-55b1-4992-9dd9-558123ca1e1a	12	18	-1	-1	-1
e13ef4a2-55b1-4992-9dd9-558123ca1e1a	13	freedom to practice religion	1	1	1
e13ef4a2-55b1-4992-9dd9-558123ca1e1a	14	taxation without representation	-1	-1	-1
e13ef4a2-55b1-4992-9dd9-558123ca1e1a	15	1776	-1	-1	-1
e13ef4a2-55b1-4992-9dd9-558123ca1e1a	16	civil war	-1	-1	-1
e13ef4a2-55b1-4992-9dd9-558123ca1e1a	17	fdr	-1	-1	-1
e13ef4a2-55b1-4992-9dd9-558123ca1e1a	18	mississippi	-1	-1	-1
e13ef4a2-55b1-4992-9dd9-558123ca1e1a	19	texas	-1	-1	-1
e13ef4a2-55b1-4992-9dd9-558123ca1e1a	20	13 original colonies	1	1	1
0f495307-b4ad-4cc4-b921-95b27aad2237	1	bill of rights	1	1	1
0f495307-b4ad-4cc4-b921-95b27aad2237	2	speech	1	1	1
0f495307-b4ad-4cc4-b921-95b27aad2237	3	declare independence from great britain's rule	1	1	1
0f495307-b4ad-4cc4-b921-95b27aad2237	4	capitalism	1	1	1
0f495307-b4ad-4cc4-b921-95b27aad2237	5	judicial, executive, legislative	1	1	1
0f495307-b4ad-4cc4-b921-95b27aad2237	6	congress	1	1	1
0f495307-b4ad-4cc4-b921-95b27aad2237	7	based on the population of the state	1	1	1
0f495307-b4ad-4cc4-b921-95b27aad2237	8	speaker of the house	1	1	1
0f495307-b4ad-4cc4-b921-95b27aad2237	9	to declare war	-1	-1	-1
0f495307-b4ad-4cc4-b921-95b27aad2237	10	supplying education	-1	-1	-1
0f495307-b4ad-4cc4-b921-95b27aad2237	11	vote, run for office	-1	-1	-1
0f495307-b4ad-4cc4-b921-95b27aad2237	12	18	-1	-1	-1
0f495307-b4ad-4cc4-b921-95b27aad2237	13	religious freedom and political fredom	1	1	1
0f495307-b4ad-4cc4-b921-95b27aad2237	14	taxation without representation	-1	-1	-1
0f495307-b4ad-4cc4-b921-95b27aad2237	15	1787	-1	-1	-1
0f495307-b4ad-4cc4-b921-95b27aad2237	16	mexican-american war	-1	-1	-1
0f495307-b4ad-4cc4-b921-95b27aad2237	17	roosevelt	-1	-1	-1
0f495307-b4ad-4cc4-b921-95b27aad2237	18	mississippi and i don't know	-1	-1	-1
0f495307-b4ad-4cc4-b921-95b27aad2237	19	texas	-1	-1	-1
0f495307-b4ad-4cc4-b921-95b27aad2237	20	to represent the original 13 colonies	1	1	1
0b3c15c5-03b5-4bee-88e8-91d922c1a99d	1	bill of rights	1	1	1
0b3c15c5-03b5-4bee-88e8-91d922c1a99d	2	right to bear arms	0	0	0
0b3c15c5-03b5-4bee-88e8-91d922c1a99d	3	declare the colonies of england over the atlantic ocean an independent collection of states, separated from the monarchy	1	1	1
0b3c15c5-03b5-4bee-88e8-91d922c1a99d	4	free trade	0	1	0
0b3c15c5-03b5-4bee-88e8-91d922c1a99d	5	judicial	1	1	1
0b3c15c5-03b5-4bee-88e8-91d922c1a99d	6	congress	1	1	1
0b3c15c5-03b5-4bee-88e8-91d922c1a99d	7	they have more people in those states	1	1	1
0b3c15c5-03b5-4bee-88e8-91d922c1a99d	8	secretary of state	0	0	0
0b3c15c5-03b5-4bee-88e8-91d922c1a99d	9	to declare war	-1	-1	-1
0b3c15c5-03b5-4bee-88e8-91d922c1a99d	10	to trade between states	-1	-1	-1
0b3c15c5-03b5-4bee-88e8-91d922c1a99d	11	voting and working for the government	-1	-1	-1
0b3c15c5-03b5-4bee-88e8-91d922c1a99d	12	18	-1	-1	-1
0b3c15c5-03b5-4bee-88e8-91d922c1a99d	13	freedom to express religious views without persecution	1	1	1
0b3c15c5-03b5-4bee-88e8-91d922c1a99d	14	britain was taxing them hard	-1	-1	-1
0b3c15c5-03b5-4bee-88e8-91d922c1a99d	15	1776	-1	-1	-1
0b3c15c5-03b5-4bee-88e8-91d922c1a99d	16	civil war	-1	-1	-1
0b3c15c5-03b5-4bee-88e8-91d922c1a99d	17	franklin roosevelt	-1	-1	-1
0b3c15c5-03b5-4bee-88e8-91d922c1a99d	18	the mississippi and the ohio river	-1	-1	-1
0b3c15c5-03b5-4bee-88e8-91d922c1a99d	19	new mexico	-1	-1	-1
0b3c15c5-03b5-4bee-88e8-91d922c1a99d	20	13 colonies originally	1	1	1
2e8d60df-c5ca-48f1-a7e0-771371f2ffe1	1	bill of rights	1	1	1
2e8d60df-c5ca-48f1-a7e0-771371f2ffe1	2	free speech	1	1	1
2e8d60df-c5ca-48f1-a7e0-771371f2ffe1	3	declared intent to secede from england	0	0	0
2e8d60df-c5ca-48f1-a7e0-771371f2ffe1	4	capitalism	1	1	1
2e8d60df-c5ca-48f1-a7e0-771371f2ffe1	5	executive	1	1	1
2e8d60df-c5ca-48f1-a7e0-771371f2ffe1	6	congress or senate	1	1	1
2e8d60df-c5ca-48f1-a7e0-771371f2ffe1	7	population difference	1	1	1
2e8d60df-c5ca-48f1-a7e0-771371f2ffe1	8	secretary of state	0	0	0
2e8d60df-c5ca-48f1-a7e0-771371f2ffe1	9	regulate interstate commerce	-1	-1	-1
2e8d60df-c5ca-48f1-a7e0-771371f2ffe1	10	regulate internal commerce	-1	-1	-1
2e8d60df-c5ca-48f1-a7e0-771371f2ffe1	11	vote and write to congressmen	-1	-1	-1
2e8d60df-c5ca-48f1-a7e0-771371f2ffe1	12	18	-1	-1	-1
2e8d60df-c5ca-48f1-a7e0-771371f2ffe1	13	religious freedom	1	1	1
2e8d60df-c5ca-48f1-a7e0-771371f2ffe1	14	independence	-1	-1	-1
2e8d60df-c5ca-48f1-a7e0-771371f2ffe1	15	1776	-1	-1	-1
2e8d60df-c5ca-48f1-a7e0-771371f2ffe1	16	1812	-1	-1	-1
2e8d60df-c5ca-48f1-a7e0-771371f2ffe1	17	roosevelt	-1	-1	-1
2e8d60df-c5ca-48f1-a7e0-771371f2ffe1	18	mississippi	-1	-1	-1
2e8d60df-c5ca-48f1-a7e0-771371f2ffe1	19	california	-1	-1	-1
2e8d60df-c5ca-48f1-a7e0-771371f2ffe1	20	13 original colonies	1	1	1
8a70bc6a-e1fb-4709-82d0-17403b11c434	1	the bill of rights	1	1	1
8a70bc6a-e1fb-4709-82d0-17403b11c434	2	freedom of citizens to peaceably assemble	1	1	1
8a70bc6a-e1fb-4709-82d0-17403b11c434	3	declared war against king george the fifth and announced the separation of the american colonies from the british empire	0	1	0
8a70bc6a-e1fb-4709-82d0-17403b11c434	4	regulated capitalism	1	1	1
8a70bc6a-e1fb-4709-82d0-17403b11c434	5	judicial branch	1	1	1
8a70bc6a-e1fb-4709-82d0-17403b11c434	6	congress	1	1	1
8a70bc6a-e1fb-4709-82d0-17403b11c434	7	representation is proportional based upon population.	1	1	1
8a70bc6a-e1fb-4709-82d0-17403b11c434	8	speaker of the house	1	1	1
8a70bc6a-e1fb-4709-82d0-17403b11c434	9	regulate interstate commerce	-1	-1	-1
8a70bc6a-e1fb-4709-82d0-17403b11c434	10	collect state taxes	-1	-1	-1
8a70bc6a-e1fb-4709-82d0-17403b11c434	11	voting or grassroots activism (campaigning)	-1	-1	-1
8a70bc6a-e1fb-4709-82d0-17403b11c434	12	18	-1	-1	-1
8a70bc6a-e1fb-4709-82d0-17403b11c434	13	they were seeking religious freedom.	1	1	1
8a70bc6a-e1fb-4709-82d0-17403b11c434	14	they felt that their interests were not being adequately represented in parliament and felt that the tax burden was unfair.	-1	-1	-1
8a70bc6a-e1fb-4709-82d0-17403b11c434	15	1781?	-1	-1	-1
8a70bc6a-e1fb-4709-82d0-17403b11c434	16	civil war	-1	-1	-1
8a70bc6a-e1fb-4709-82d0-17403b11c434	17	fdr	-1	-1	-1
8a70bc6a-e1fb-4709-82d0-17403b11c434	18	mississippi river	-1	-1	-1
8a70bc6a-e1fb-4709-82d0-17403b11c434	19	california	-1	-1	-1
8a70bc6a-e1fb-4709-82d0-17403b11c434	20	13 original colonies	1	1	1
b875ccca-004d-4274-8b99-ca508a6faace	1	bill of right	1	1	1
b875ccca-004d-4274-8b99-ca508a6faace	2	freedom to peaceably assemble	1	1	1
b875ccca-004d-4274-8b99-ca508a6faace	3	made the us independent from the uk	1	1	0
b875ccca-004d-4274-8b99-ca508a6faace	4	capitalism	1	1	1
b875ccca-004d-4274-8b99-ca508a6faace	5	senate, house of representatives, congress	0	1	0
b875ccca-004d-4274-8b99-ca508a6faace	6	senate	0	0	0
b875ccca-004d-4274-8b99-ca508a6faace	7	population	1	1	1
b875ccca-004d-4274-8b99-ca508a6faace	8	secratary of the state	0	0	0
b875ccca-004d-4274-8b99-ca508a6faace	9	declare wars	-1	-1	-1
b875ccca-004d-4274-8b99-ca508a6faace	10	pass local laws	-1	-1	-1
b875ccca-004d-4274-8b99-ca508a6faace	11	voting and petition.	-1	-1	-1
b875ccca-004d-4274-8b99-ca508a6faace	12	18	-1	-1	-1
b875ccca-004d-4274-8b99-ca508a6faace	13	fleeing religious oppression	1	1	1
b875ccca-004d-4274-8b99-ca508a6faace	14	the taxes over tea	-1	-1	-1
b875ccca-004d-4274-8b99-ca508a6faace	15	1776	-1	-1	-1
b875ccca-004d-4274-8b99-ca508a6faace	16	war of 1812	-1	-1	-1
b875ccca-004d-4274-8b99-ca508a6faace	17	roosevelt	-1	-1	-1
b875ccca-004d-4274-8b99-ca508a6faace	18	mississippi	-1	-1	-1
b875ccca-004d-4274-8b99-ca508a6faace	19	new mexico	-1	-1	-1
b875ccca-004d-4274-8b99-ca508a6faace	20	original number of colonies	1	1	1
1d189cbd-6c61-4691-b5d5-beb0859452a4	1	the bill of rights	1	1	1
1d189cbd-6c61-4691-b5d5-beb0859452a4	2	the right to bear arms.	0	0	0
1d189cbd-6c61-4691-b5d5-beb0859452a4	3	declared our independence from great britain	1	1	1
1d189cbd-6c61-4691-b5d5-beb0859452a4	4	capitalism	1	1	1
1d189cbd-6c61-4691-b5d5-beb0859452a4	5	judicial, legislative,	1	1	1
1d189cbd-6c61-4691-b5d5-beb0859452a4	6	legislative branch	1	1	1
1d189cbd-6c61-4691-b5d5-beb0859452a4	7	because they have less people	0	0	1
1d189cbd-6c61-4691-b5d5-beb0859452a4	8	speaker of the house	1	1	1
1d189cbd-6c61-4691-b5d5-beb0859452a4	9	declare war	-1	-1	-1
1d189cbd-6c61-4691-b5d5-beb0859452a4	10	voting	-1	-1	-1
1d189cbd-6c61-4691-b5d5-beb0859452a4	11	vote and pay attention to what is going on around them	-1	-1	-1
1d189cbd-6c61-4691-b5d5-beb0859452a4	12	18	-1	-1	-1
1d189cbd-6c61-4691-b5d5-beb0859452a4	13	they wanted religious freedom	1	1	1
1d189cbd-6c61-4691-b5d5-beb0859452a4	14	because they wanted to be free of british rule	-1	-1	-1
1d189cbd-6c61-4691-b5d5-beb0859452a4	15	1797	-1	-1	-1
1d189cbd-6c61-4691-b5d5-beb0859452a4	16	the civil war	-1	-1	-1
1d189cbd-6c61-4691-b5d5-beb0859452a4	17	fdr	-1	-1	-1
1d189cbd-6c61-4691-b5d5-beb0859452a4	18	the mississippi river,	-1	-1	-1
1d189cbd-6c61-4691-b5d5-beb0859452a4	19	arizona	-1	-1	-1
1d189cbd-6c61-4691-b5d5-beb0859452a4	20	13 original colonies	1	1	1
ca57ab71-a00c-44b1-a33e-279b27bc6184	1	the bill of rights	1	1	1
ca57ab71-a00c-44b1-a33e-279b27bc6184	2	freedom of speec	1	1	1
ca57ab71-a00c-44b1-a33e-279b27bc6184	3	declare independence from britain	1	1	1
ca57ab71-a00c-44b1-a33e-279b27bc6184	4	capitalism	1	1	1
ca57ab71-a00c-44b1-a33e-279b27bc6184	5	judicial	1	1	1
ca57ab71-a00c-44b1-a33e-279b27bc6184	6	the congress	1	1	1
ca57ab71-a00c-44b1-a33e-279b27bc6184	7	population size	1	1	1
ca57ab71-a00c-44b1-a33e-279b27bc6184	8	speaker of the house	1	1	1
